Proposicoes,Ementa,Autor,UF,Partido,Apresentscao,Situacao,Link,Codfificacao Georgia,Codificacao Flavia,Codfificacao por busca de palavras,pandemia,covid,coronav,emergencial,calamidade
PL 2041/2020,"Dispõe sobre a odontologia brasileira, das consequências econômicas na área de atuação em tempo de calamidade pública, e altera a lei no 9.656, de 03 de junho de 1998, para criar as notas contábeis e técnica atuarial.",Julio Cesar Ribeiro,DF,REPUBLIC,20/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2249977,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,100
PLP 90/2020,"Dispõe sobre a suspensão da cobrança de dívidas dos Municípios com a União enquanto houver o Estado de Calamidade decretado pelo Decreto Legislativo n°6, de 2020.",Pedro Augusto Bezerra,CE,PTB,13/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2247964,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,104
PL 2072/2020,"Dispõe sobre os serviços públicos de abastecimento de água e esgotamento sanitário, durante o estado de calamidade pública em território nacional, nos termos do Decreto Legislativo nº 6, de 20 de março de 2020.",Geninho Zuliani,SP,DEM,22/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250303,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,105
PL 1374/2020,"Dispõe sobre a suspensão temporária de cobrança de tarifa de pedágio no território nacional, em casos de calamidade pública decretada nos termos da Lei Federal nº 13.979, de 06 de fevereiro de 2020.",Rosana Valle,SP,PSB,01/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242640,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,106
PL 1551/2020,Estabelece medidas de emergência nacional para garantir a fabricação de produtos essenciais em período de calamidade pública.  ,Helder Salomão;Professora Rosa Neide;Frei Anastacio Ribeiro;Alexandre Padilha;Pedro Uczai;Marcon;Jorge Solla;Joseildo Ramos;Patrus Ananias;Erika Kokay;Nilto Tatto;José Ricardo;João Daniel;Paulo Pimenta;Benedita da Silva;Luizianne Lins;Carlos Veras;Vicentinho;José Airton Félix Cirilo,ES;MT;PB;SP;SC;RS;BA;BA;MG;DF;SP;AM;SE;RS;RJ;CE;PE;SP;CE,PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT,03/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2243065,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,107
PL 2169/2020,Altera a lei do contribuinte legal para prever o Programa Especial de Regularização Tributária por força de Calamidade Pública - PERTCP nos termos que especifica.,Alexis Fonteyne;Lucas Gonzalez,SP;MG,NOVO;NOVO,24/04/2020,Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250578,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,109
PL 1620/2020,"Dispõe sobre a isenção de cobrança de pedágio rodoviário, nos casos que especifica, enquanto durar o estado de calamidade pública.",Pastor Gil,MA,PL,06/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2244113,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,112
PL 1497/2020,Admite a prorrogação do prazo filiação partidária para candidatura eleitoral em caso de decretação de estado de calamidade pública.,Mário Heringer,MG,PDT,02/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242852,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,113
PL 1450/2020,"Altera a Lei nº 8.245, de 18 de outubro de 1991, para possibilitar a suspensão da ação de despejo em caso de Estado de Calamidade Pública. ",Fábio Trad,MS,PSD,01/04/2020,Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242773,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,120
PL 2098/2020,"Autoriza o uso de recursos oriundos de multas de trânsito previstos na Lei nº 9.503, de 23 de setembro de 1997, no enfrentamento de calamidade pública.",Shéridan,RR,PSDB,22/04/2020,Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250385,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,133
PL 2265/2020,Institui isenção do Imposto Territorial Rural - ITR para imóvel localizado em municípios que tenham declarado estado de emergência ou calamidade pública e homologados pelas autoridades competentes.,Danrlei de Deus Hinterholz,RS,PSD,28/04/2020,Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250822,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,135
PL 1928/2020,"Estabelece suspensão no pagamento aos contratantes, alunos, das prestações do Financiamento Estudantil - Fies, enquanto durar o estado de calamidade pública. ",Alexandre Frota,SP,PSDB,15/04/2020,Arquivada,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2248519,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,139
PL 2238/2020,"Altera, temporariamente, o cumprimento de pena de prisão civil para devedores de pensão alimentícia, enquanto durarem os efeitos do estado de calamidade pública decretado.",Alexandre Frota,SP,PSDB,28/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250755,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,143
PL 2242/2020,"Altera o prazo estipulado no artigo 49 da Lei 8.078 de 11 de setembro de 1990, para 10 dias, durante o prazo de vigência do Decreto de estado de calamidade pública de 20 de março de 2020.",Alexandre Frota,SP,PSDB,28/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250761,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,146
PL 2010/2020,"Dispõe sobre a suspensão de cobrança das parcelas de financiamento no âmbito do Programa Minha Casa Minha Vida - MCMV enquanto durar o estado de calamidade pública, reconhecido pelo Decreto Legislativo n° 6, de 2020.",Natália Bonavides,RN,PT,17/04/2020,Arquivada,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2249942,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,146
PL 1721/2020," Dispõe sobre a suspensão de cobrança de financiamentos de veículos automotores contratados pelo FAT-Taxista, enquanto perdurar a vigência do Estado de Calamidade Pública estabelecido pelo Decreto Legislativo nº 6, de 20/03/2020.",Perpétua Almeida;Dagoberto Nogueira,AC;MS,PCdoB;PDT,08/04/2020,Pronta para Pauta,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2245010,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,153
PL 2076/2020,"Altera a Lei nº 8.072, de 25 de julho de 1990, para inserir no rol dos crimes hediondos os crimes contra a administração pública cometidos em ocasião de calamidade pública.",Dr. Jaziel,CE,PL,22/04/2020,Aguardando Parecer,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250315,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,154
PL 1428/2020,"Altera a Lei 10.820, de 17 de dezembro de 2003 para dispor sobre as condições gerais de pagamento de empréstimos consignados, após a decretação do estado de calamidade pública nacional.",Fábio Mitidieri,SE,PSD,01/04/2020,Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242711,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,158
PL 1536/2020,"Acrescenta dispositivos à Lei nº6.109, de 03 de janeiro de 1974, para dispor sobre a possibilidade de contratação simplificada direta temporária nos casos de calamidade pública, e dá outras providências. ",Vitor Lippi,SP,PSDB,03/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2243042,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,159
PL 1608/2020,"Dispõe sobre a suspensão da cobrança das parcelas de empréstimos contratados por meio do Fundo de Financiamento Estudantil - FIES, em decorrência do estado de calamidade pública reconhecido pelo Decreto Legislativo n.º 06, de 20 de março de 2020.",Marcelo Freixo;Rose Modesto;Túlio Gadêlha;Carlos Sampaio,RJ;MS;PE;SP,PSOL;PSDB;PDT;PSDB,06/04/2020,Arquivada,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2244096,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,160
PL 1454/2020,"Determina uma redução de 50% (cinquenta por cento) nas mensalidades escolares, em colégios e escolas particulares, durante o período de vigência do decreto de calamidade pública e dá outras providências.",Alexandre Frota,SP,PSDB,02/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242776,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,160
PL 2231/2020,"Altera a Lei nº 10.741, de 1º de outubro de 2003, que dispõe sobre o Estatuto do Idoso, para incluir o direito à estabilidade no emprego para idosos, em caso de calamidade pública reconhecida.",Policial Katia Sastre,SP,PL,28/04/2020,Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250737,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,162
PL 2198/2020,"Veda qualquer norma que venha a limitar a pessoa com transtorno do espectro autista a sair às ruas, devidamente acompanhado (a), durante o período do Decreto de Calamidade Pública nº 06, de 2020. ",Paula Belmonte;Coronel Armando,DF;SC,CIDADANIA;PSL,27/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250642,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,162
PL 1772/2020,"Dispõe sobre a obrigatoriedade de uso pela população em geral de máscara de proteção individual, das vias respiratórias, quando declarado estado de emergência ou calamidade pública em saúde, desde que haja possibilidade de contágio ou transmissão da doença pelas vias respiratórias.",Schiavinato,PR,PP,09/04/2020,Arquivada,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2247349,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,163
PL 1660/2020,"Permite ao poder público, a nível federal, isentar da cobrança de pedágio nas rodovias federais os transportadores itens essenciais durante decretação de estado de calamidade pública em razão de epidemia.",Heitor Freire,CE,PSL,07/04/2020,Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2244211,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,165
PL 2077/2020,"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 para duplicar as penas de crimes contra a administração pública quando estes forem praticados por ocasião de calamidade pública.",Dr. Jaziel,CE,PL,22/04/2020,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250317,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,166
PL 1510/2020,"Altera a Lei nº 13.979, de 6 de fevereiro de 2020, para permitir a recontratação do empregado dispensado durante o período das medidas de enfrentamento do estado de calamidade pública.",Coronel Tadeu,SP,PSL,03/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242871,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,166
PL 1502/2020,"Altera a Lei nº 13.979, de 6 de fevereiro de 2020, para permitir a recontratação do empregado dispensado durante o período das medidas de enfrentamento do estado de calamidade pública",Coronel Tadeu,SP,PSL,03/04/2020,Aguardando Pendências,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242857,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,166
PL 1485/2020,"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 para duplicar as penas de crimes contra a administração pública quando estes forem praticados por ocasião de calamidade pública.",Adriana Ventura;Rodrigo Coelho;Felipe Rigoni;Coronel Armando;Tabata Amaral;Mariana Carvalho;General Peternelli;Patricia Ferraz;Dr. Zacharias Calil;Paula Belmonte;Marcel van Hattem;Tiago Mitraud;Kim Kataguiri;Lucas Gonzalez;Alexis Fonteyne;Vinicius Poit;Paulo Ganime;Carmen Zanotto;Dra. Soraya Manato;Lucas Redecker;Edna Henrique;Marcelo Calero;Guiga Peixoto,SP;SC;ES;SC;SP;RO;SP;AP;GO;DF;RS;MG;SP;MG;SP;SP;RJ;SC;ES;RS;PB;RJ;SP,NOVO;PSB;PSB;PSL;PDT;PSDB;PSL;PODE;DEM;CIDADANIA;NOVO;NOVO;DEM;NOVO;NOVO;NOVO;NOVO;CIDADANIA;PSL;PSDB;PSDB;CIDADANIA;PSL,02/04/2020,Pronta para Pauta,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242821,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,166
PL 2299/2020,"Altera a Lei n.º 9.394, de 20 de dezembro de 1996, e a Lei n.º 9.870, de 23 de novembro de 1999, para dispor sobre o cumprimento do calendário escolar em situações de calamidade pública.",Flávia Morais,GO,PDT,29/04/2020,Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250894,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,168
PL 2159/2020,"Altera a Lei nº 11.947, de 16 de junho de 2009, para autorizar, em caráter excepcional, durante o período de suspensão das aulas em razão de situação de emergência ou calamidade pública, a distribuição de gêneros alimentícios adquiridos com recursos do Programa Nacional de Alimentação Escolar (Pnae) aos pais ou responsáveis dos estudantes das escolas públicas, comunitárias, confessionais ou filantrópicas de educação básica.",Eduardo Braide,MA,PODE,24/04/2020,Aguardando Apreciação pelo Senado Federal,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2250558,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,168
PL 2016/2020,"Altera a Lei nº 10.836, de 9 de janeiro de 2004, que cria o Programa Bolsa Família e dá outras providências, para instituir o benefício temporário, durante o estado de calamidade pública, destinado à criança ou adolescente regularmente matriculado em escola da rede pública na educação básica.",Jorge Solla;Alice Portugal,BA;BA,PT;PCdoB,20/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2249971,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,169
PL 1942/2020,"Altera a Lei nº 10.836, de 9 de janeiro de 2004, que cria o Programa Bolsa Família e dá outras providências, para instituir o benefício temporário, durante o estado de calamidade pública, destinado à criança ou adolescente regularmente matriculado em escola da rede pública na educação básica.",Jorge Solla,BA,PT,16/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2249315,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,169
PL 1487/2020,"Suspende a cobrança por um período de 90 (noventa) dias dos serviços públicos de energia elétrica, gás, água e esgoto para consumidores de baixa renda, diante o estado de calamidade pública.",Pedro Augusto Bezerra,CE,PTB,02/04/2020,Aguardando Despacho do Presidente da Câmara dos Deputados,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242823,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,172
PL 2015/2020,"Altera o Decreto o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 para duplicar as penas de crimes contra a administração pública quando estes forem praticados por ocasião de calamidade púbica. ",Pastor Sargento Isidório,BA,AVANTE,17/04/2020,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2249958,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,176
PL 1535/2020,"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 - Código Penal brasileiro, para instituir, como nova causa suspensiva da prescrição da pretensão punitiva do Estado, a calamidade pública devidamente reconhecida pelo Congresso Nacional, restrita ao período do reconhecimento.",Carlos Sampaio,SP,PSDB,03/04/2020,Aguardando Autorização do Despacho,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2243040,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,176
PL 1859/2020,"Altera a Lei 9.656 de 3 de junho de 1998 que dispõe sobre os planos e seguros privados de assistência à saúde que, em caráter excepcional, em razão da situação de emergência ou calamidade pública, ficam proibidos de cancelar o atendimento.",Perpétua Almeida,AC,PCdoB,14/04/2020,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2248035,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,178
PL 1902/2020,"Altera a Lei nº 8.254, de 18 de outubro de 1991, que dispõe sobre as locações dos imóveis urbanos e os procedimentos a elas pertinentes, para proibir despejos durante o estado de calamidade pública e dá outras providências.",Rejane Dias,PI,PT,15/04/2020,Tramitando em Conjunto,http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2248273,1,1,1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,180
